ticker,company_name,sector,industry,country,market_cap,total_esg_score,environment_score,social_score,governance_score,controversy_level,environment_pillar_score,social_pillar_score,governance_pillar_score,carbon_emissions,water_usage,waste_generation,employee_turnover,diversity_score,board_independence,controversy_score,co2_emissions_per_capita,renewable_energy_pct,forest_area_pct,corruption_index,human_development_index
COMP5199,Financial Services Company 5199,Consumer Goods,Food & Beverage,India,28878133461335.91,59.5724223948666,65.9232228018549,51.31191574187088,61.482128640873995,3,53.19753548331318,82.16269948913137,78.89351307518487,2090302.8665517664,35067.410680010435,2670.2062174047364,10.859608600053592,69.44576708087206,74.57898658559233,2,1.9,9.8,24.1,40,0.645
COMP5200,Consumer Goods Company 5200,Real Estate,Other,United Kingdom,67917111344050.99,65.9991822148042,66.67479315412437,64.53848456920122,66.78426892108699,0,54.887438739632,66.72195147391977,81.8399307812259,,,43814.87447832811,,,75.42652166176096,0,5.4,13.8,13.1,77,0.932
COMP5201,Utilities Company 5201,Consumer Goods,Retail,United Kingdom,870357276245.278,65.6105409821216,61.998276594482626,62.593095576515545,72.24025077536666,2,69.00989061183954,61.487927581772226,67.2159598413141,8725650.784379687,79236.43002102786,18654.232125989496,14.562322568405216,79.66514834803125,66.47501901542165,0,5.4,13.8,13.1,77,0.932
COMP5202,Technology Company 5202,Utilities,Electric Utilities,Canada,2183247720889.8655,64.795451264387,55.47352724430634,65.33033498164266,73.58249156721197,1,56.61034221544594,86.22639743886836,69.7164580369638,2305727.8709076615,42676.84526969578,51730.58569244556,12.64952338492477,46.52945799452998,74.7747905622447,3,15.4,18.9,38.7,77,0.936
COMP5203,Financial Services Company 5203,Consumer Goods,Food & Beverage,Australia,32728956158078.777,62.25737548208264,51.69643152838478,62.5854724036451,72.49022251421805,2,57.05270195755431,67.13199706308511,66.52418292439766,7624407.94026244,405111.7540279424,185176.8015461338,17.628715092298076,33.59529935999455,57.94452048133346,0,16.8,7.1,16.2,75,0.951
COMP5204,Real Estate Company 5204,Healthcare,Pharmaceuticals,France,834351197388386.9,66.45185124829264,51.49539869316267,84.72555987790702,63.13459517380825,1,74.33670489289318,79.12106939609923,69.46939419582559,6687765.210381039,41144.180126901294,235449.8868551916,8.749362482797542,67.41995967529681,88.27057158076968,0,4.6,11.7,31.5,69,0.903
COMP5205,Utilities Company 5205,Energy,Energy Equipment,Germany,2956518804887.2227,53.607920111066655,31.139395994542795,61.06481844246673,68.61954589619044,2,76.01130088052633,68.00517159350885,60.21826320964748,107588.35653636338,58377.31785926632,47141.209430553055,21.930629595239786,59.713643369971734,81.64363293580372,1,8.5,17.4,32.7,80,0.947
COMP5206,Utilities Company 5206,Consumer Goods,Retail,United States,15684913173809.28,64.63863947978977,66.51374970640887,55.246224960486515,72.1559437724739,4,73.24749106077783,40.74430323693599,62.50690912903578,1173332.5265552315,955395.4752994694,90807.2621576937,12.738333758729794,69.50394570994106,65.383221953627,1,15.2,12.6,33.9,67,0.926
COMP5207,Industrials Company 5207,Utilities,Electric Utilities,United Kingdom,1585567399532.3538,63.74138121936642,56.3043596089909,63.59254633419759,71.32723771491074,1,95.0,43.8685282921185,75.4398093953117,13644372.957327379,64679.76440749129,,9.918026783937805,48.80388172639734,72.04016147925714,2,5.4,13.8,13.1,77,0.932
COMP5208,Healthcare Company 5208,Utilities,Electric Utilities,Canada,4043681901459.5063,71.4396229434631,62.387674442072274,,84.24690417264291,4,89.7358567657366,44.17569502440827,63.4464595266227,13660628.958445283,72833.50508879585,15585.454574333624,13.527095534990462,,64.09628839375951,1,15.4,18.9,38.7,77,0.936
COMP5209,Healthcare Company 5209,Healthcare,Biotechnology,United States,19753558153226.88,67.53824062659253,59.035994633514484,67.29875896328976,,1,81.2315914908962,58.971805201280894,57.34418010176955,,356614.32650592184,26516.577418306973,20.413268161294443,68.52340978768257,65.17506714500757,3,15.2,12.6,33.9,67,0.926
COMP5210,Financial Services Company 5210,Energy,Energy Equipment,United States,22552366060194.293,59.815683309064106,65.74353680042901,54.38859654990375,59.31491657685955,3,65.66575203186618,66.57018221835575,71.52815066320038,141083.8517107305,,276793.11737500137,15.186570113096776,67.41807429354594,95.0,0,15.2,12.6,33.9,67,0.926
COMP5211,Industrials Company 5211,Consumer Goods,Retail,United States,31652591659972.035,57.66290607074196,54.6750240811474,56.5569112807605,61.75678285031799,1,49.582153826503394,95.0,78.02204077943263,1607865.6861246326,,74376.76950653057,16.281632286097942,67.56885828453625,58.56969930408946,1,15.2,12.6,33.9,67,0.926
COMP5212,Consumer Goods Company 5212,Consumer Goods,Food & Beverage,United States,24035446692991.31,64.8105916036192,57.91165643312152,77.01174853955871,59.50836983817737,4,68.3764433649285,62.86484309816565,63.90723558974956,7727275.2510680985,141417.00007068587,25854.371163271742,13.90811678672264,58.6780590429284,,2,15.2,12.6,33.9,67,0.926
COMP5213,Energy Company 5213,Industrials,Manufacturing,Australia,8774694262722.051,67.23965138393525,61.57052110396776,60.93094621696116,79.21748683087685,0,88.21484271516277,55.39401521063314,61.88845223190921,864670.6025825499,136547.80419956363,32349.03703551774,6.594139178263779,45.94912248153604,65.44624189826676,2,16.8,7.1,16.2,75,0.951
COMP5214,Healthcare Company 5214,Healthcare,Biotechnology,Australia,10277815275545.396,68.20163804537499,59.05046389611765,63.42799263531497,82.12645760469236,0,70.93474603186714,54.95930089665205,70.04909387836514,12105356.432934767,214791.78745162822,42065.40524617121,17.139328183692324,54.42952082442904,74.03049316388639,0,16.8,7.1,16.2,75,0.951
COMP5215,Industrials Company 5215,Healthcare,Healthcare Services,United Kingdom,12668422283354.023,74.88041765551955,64.19063078129165,81.93530901685537,78.51531316841164,1,68.70189146231654,73.94158289317619,70.77076634623029,1715980.9471523787,,12386.008546528406,,64.11971252824709,70.3491197218825,0,5.4,13.8,13.1,77,0.932
COMP5216,Healthcare Company 5216,Materials,Other,Canada,65331133465255.836,61.089952144771416,53.557587091678826,62.11619142348736,67.59607791914804,1,60.79111655556376,61.81468061286584,67.36221801633576,1627720.1240852773,43413.33201779393,,17.845584999960128,,73.89117268558003,4,15.4,18.9,38.7,77,0.936
COMP5217,Materials Company 5217,Materials,Other,United States,635024845169.464,69.29607633727754,69.60923524742637,57.5215187608288,80.75747500357743,0,72.28895484126517,41.24603787715334,78.77068398703558,11808214.599667128,19504.840096631386,,,43.698715465235026,72.11802064349632,1,15.2,12.6,33.9,67,0.926
COMP5218,Real Estate Company 5218,Technology,IT Services,China,790840234119726.1,76.79958221052607,,82.85610817260662,75.13450141615192,1,86.39749561869547,89.8621749540618,73.06735876299854,1185554.5060428395,,205572.31611778357,,45.12765243170463,50.81791414573435,1,7.4,12.4,23.0,42,0.768
COMP5219,Consumer Goods Company 5219,Consumer Goods,Retail,France,384159070897859.4,59.71395147070127,52.764707291658205,68.72288202051239,,0,79.16205281278542,80.35335584238379,48.9176630229847,1090188.500700935,208773.2817029636,42258.08673154627,20.075876292909594,68.48425733787576,90.76824129171476,3,4.6,11.7,31.5,69,0.903
COMP5220,Real Estate Company 5220,Financial Services,Asset Management,United States,7117480640569.287,72.04440556390996,62.8630712572534,74.56497455368232,,0,88.33070096649907,70.17908719715426,86.54316939328888,2710722.0178757273,1296700.052187821,38084.94020726269,24.636104185288318,,85.30834955692359,0,15.2,12.6,33.9,67,0.926
COMP5221,Utilities Company 5221,Healthcare,Pharmaceuticals,United States,286122615406.24023,66.48068151434944,72.98982913651885,70.70434753122653,55.74786787530295,2,69.82077825849447,73.07950611999169,72.83598309902553,,271112.32491297036,14553.436320477233,17.46802245103084,80.45872405920441,52.74144368305237,4,15.2,12.6,33.9,67,0.926
COMP5222,Healthcare Company 5222,Healthcare,Biotechnology,United Kingdom,6884390673237.096,64.86953969460782,63.08996285200591,72.78584690348515,58.73280932833243,1,59.8758663753024,69.80509787640783,78.84424964582695,1544475.1325018285,78576.64052354742,25946.071863338188,12.311552874875009,,67.20743327446326,1,5.4,13.8,13.1,77,0.932
COMP5223,Utilities Company 5223,Healthcare,Biotechnology,United States,61697931422580.68,75.94754194512849,72.47950939338487,79.86303170187821,75.50008474012242,1,55.862413921445366,50.059683515640366,71.16722876329221,1533404.0745551265,,55399.10424310834,9.748133585217028,54.95534587270223,,2,15.2,12.6,33.9,67,0.926
COMP5224,Technology Company 5224,Financial Services,Insurance,China,337919251816382.56,71.41501833323478,62.22927565907731,65.46215119486197,86.55362814576507,0,69.55750433829785,44.51153990760079,61.79686066021719,296916.5994880649,891038.7480126022,14315.618357846699,14.822573382169773,48.340599215963024,84.441638880814,0,7.4,12.4,23.0,42,0.768
COMP5225,Healthcare Company 5225,Materials,Other,Germany,7960788761453.217,69.8609274648308,76.96178316471224,62.02829729481584,70.5927019349643,1,54.57271297223119,56.64504784885146,86.74471079041271,5580146.093070211,44697.741102655455,74138.59718801035,16.913530861586114,53.143220168139365,62.32758707788837,2,8.5,17.4,32.7,80,0.947
COMP5226,Industrials Company 5226,Consumer Goods,Food & Beverage,China,40323737422563.46,70.88718829086528,,69.39052841540618,67.00752771522062,1,53.55752553760851,52.81865513714101,57.95899953078524,95925052.4334656,,39536.53130587575,,37.861126665653984,84.26444592466927,1,7.4,12.4,23.0,42,0.768
COMP5227,Consumer Goods Company 5227,Technology,Hardware,Japan,22737374024319.055,79.3075427304979,76.66105719589241,69.29601323869234,91.96555775690892,0,68.3455078949713,70.75637379190135,80.80801838211627,338421.25330256205,52191.84802085868,29776.711029908223,7.186146689905546,63.887982687777765,65.46996337228879,0,8.7,7.6,68.5,73,0.925
COMP5228,Utilities Company 5228,Financial Services,Asset Management,United States,902844025608136.4,70.83009166219992,56.749071218336624,82.50830286972324,73.2329008985399,3,54.56779647713024,65.88845694228274,72.75467344701916,76458379.31995967,10281.605847465,33611.92749410661,7.328032502820677,54.90654038916104,95.0,1,15.2,12.6,33.9,67,0.926
COMP5229,Healthcare Company 5229,Real Estate,Other,United States,274881730108406.1,61.83037523788897,72.90021915021559,52.7884385846002,59.80246797885111,1,76.15268476883301,58.163311745769846,82.95798983084639,2195623.196380845,467002.1900887881,28821.488846821285,21.78543455240727,64.05330045707322,66.33733982448038,1,15.2,12.6,33.9,67,0.926
COMP5230,Technology Company 5230,Consumer Goods,Food & Beverage,China,179420542184420.7,65.47779438141555,53.66504134694804,74.91247184993688,67.85586994736173,3,53.14850175970562,75.18900375130958,79.1995023162568,1179452.3009141397,71025.33868783618,128248.09091823772,15.015547301004995,44.21829108665919,59.581532250035806,3,7.4,12.4,23.0,42,0.768
COMP5231,Real Estate Company 5231,Real Estate,Other,United States,9053774255931.762,62.953456950283716,46.91326523461748,64.51058907539682,77.43651654083685,1,54.21217833964292,56.50310691939952,71.59291047489303,3709964.9905319638,39959.56012386925,27559.181002706537,17.37694044956757,92.34985280844353,67.0053708380262,3,15.2,12.6,33.9,67,0.926
COMP5232,Industrials Company 5232,Healthcare,Pharmaceuticals,Canada,61354573439731.42,69.67368236029783,69.70546318109363,64.48910004743743,74.82648385236241,0,61.81838301960414,62.82619773239485,58.934632517399805,12427932.81178117,407823.4456209952,68017.9372943857,13.188725450305629,65.32112817968925,73.53726579254865,0,15.4,18.9,38.7,77,0.936
COMP5233,Materials Company 5233,Technology,Software,United States,1789477058303.4392,63.79620091276357,67.01007006203014,58.81583422515306,65.56269845110751,0,81.08339405464692,63.56893976755187,51.268776740562075,836594.9132249369,139140.95179495096,,,,85.79331186424822,2,15.2,12.6,33.9,67,0.926
COMP5234,Healthcare Company 5234,Utilities,Water Utilities,United States,365136890865176.56,64.51690188569434,56.36206914059698,67.23833015853731,69.95030635794872,0,61.16157674695554,76.8385321469699,62.99540880736517,13733157.568624686,100430.70423507477,17021.667834998418,7.821576542357417,65.34276576488206,73.75832262602417,0,15.2,12.6,33.9,67,0.926
COMP5235,Materials Company 5235,Industrials,Transportation,United States,16141108957025.453,66.24636958028015,76.43511981941683,62.25486308790589,60.049125833517735,2,66.59846819552122,77.18969497480079,72.23417676477732,559294.5201130472,93974.34844653281,53767.767653632385,15.387618820388193,57.94271817666513,63.22191381921315,0,15.2,12.6,33.9,67,0.926
COMP5236,Financial Services Company 5236,Real Estate,Other,United States,36789757110439.805,64.55362580966586,,76.3432729106874,67.10300823502965,0,46.555030786347416,79.43293596142473,53.005677912541444,,36622.81562942574,54943.45352888255,23.60538086317026,34.83868662035379,,3,15.2,12.6,33.9,67,0.926
COMP5237,Consumer Goods Company 5237,Materials,Other,United Kingdom,1623911701754.7197,60.132511979421245,67.55813573114408,55.3980430063959,,0,66.18310495396314,69.15352235358253,55.106553569878294,3070218.057938058,385418.7572289839,34305.502409066175,14.410144878485136,62.46127079341471,47.81803976117523,2,5.4,13.8,13.1,77,0.932
COMP5238,Healthcare Company 5238,Technology,IT Services,United States,15536477632295.723,70.57105282987557,63.02242407021981,78.27524344628159,70.4154909731253,2,84.07448791311768,48.54279496068795,70.76814198504556,536224.5636733313,127594.2019235604,,,61.74691043341181,71.6145226932961,1,15.2,12.6,33.9,67,0.926
COMP5239,Technology Company 5239,Healthcare,Biotechnology,Australia,125238639283022.55,80.8102734163764,,90.19311032098815,77.86340907695418,1,60.177266828330325,69.11920614496246,63.10982190217467,6066598.025986846,201384.3696358957,39354.827498439234,22.910037646747455,82.12320527293026,66.18903404462934,2,16.8,7.1,16.2,75,0.951
COMP5240,Utilities Company 5240,Consumer Goods,Consumer Electronics,United States,361946739748584.25,65.90563269444665,71.36613105204712,61.85909008151891,64.49167694977393,3,53.27686755442944,50.292019120704225,70.66014743285523,3702348.244817397,113185.31372210212,55356.78934560774,15.573112618326967,80.03847706512232,67.11839196327652,1,15.2,12.6,33.9,67,0.926
COMP5241,Financial Services Company 5241,Healthcare,Medical Devices,United States,8590231974307.244,78.01519227998118,72.87330834273664,76.91040158573544,84.26186691147143,2,53.4348765517359,62.121878674976855,61.92991439206838,4112709.2338576466,69586.7517902841,13530.009414899672,17.187242567275373,42.31054768861455,80.95719748588036,0,15.2,12.6,33.9,67,0.926
COMP5242,Consumer Goods Company 5242,Financial Services,Banking,South Korea,36612985111736.54,68.31655914092248,57.457322578686885,64.0540567763451,83.43829806773543,1,71.45254332829171,68.90902557656473,64.82085166831102,1208652.9677926092,499249.75374858605,87875.81501352508,19.774108335752388,48.409310002999604,74.62215794258495,4,12.3,2.7,63.9,62,0.925
COMP5243,Real Estate Company 5243,Industrials,Aerospace,United States,7593088304026.209,62.31504427725283,56.40683263274561,,62.65805093942068,3,76.22354768004404,60.01772424294815,84.74872821749504,10840368.05020743,569412.0513482874,93338.07466039504,15.765060678236871,83.59983963422684,82.12816120372355,3,15.2,12.6,33.9,67,0.926
COMP5244,Industrials Company 5244,Financial Services,Asset Management,Germany,53557095937579.06,68.86698818817456,62.60650587468205,56.07151003348439,87.92294865635726,2,74.86841898142362,87.69369965177977,53.719581723863016,9046240.227861688,87150.42442833903,7816.319871026515,5.188231883215263,69.72830781982731,75.66032959193974,1,8.5,17.4,32.7,80,0.947
COMP5245,Materials Company 5245,Consumer Goods,Food & Beverage,United States,1503084569866675.0,65.61362671959864,64.53914190397664,55.66881477684613,76.63292347797316,1,62.946914794951695,50.52249720021701,75.26427521638037,,79628.28678589144,3972.6176910640183,11.307007079139938,48.754298847037475,75.5995355795312,0,15.2,12.6,33.9,67,0.926
COMP5246,Financial Services Company 5246,Real Estate,Other,United States,2326705747483.2686,62.66041071403902,62.514468584978104,65.42739567377657,60.03936788336239,2,66.41193309756845,71.07446592326741,65.23834345700352,6251164.17034581,172751.08871468052,30983.79511864975,16.417588772398727,91.78792056509316,67.44350524358555,2,15.2,12.6,33.9,67,0.926
COMP5247,Utilities Company 5247,Materials,Other,United States,4422137654738.908,53.749662161799364,53.76453853596774,48.33672551624403,59.147722433186324,1,76.32354490848618,57.40598734392141,63.35963602390857,6291368.736012155,570179.0662539339,14100.748170849378,10.806376381471432,,88.39549636304031,3,15.2,12.6,33.9,67,0.926
COMP5248,Industrials Company 5248,Materials,Other,Germany,1163749130012827.2,60.18979921238863,60.181491507873346,46.01333751714357,,2,54.645222540911526,48.635114495665746,77.38031276685459,,19394.06868867321,31543.564541921056,19.374274808845477,44.351060911278175,66.63432666760423,2,8.5,17.4,32.7,80,0.947
COMP5249,Real Estate Company 5249,Energy,Energy Equipment,Germany,32018319449549.48,55.725997757383006,51.55319034277283,55.34203325153931,60.28276967783688,5,75.9453371196388,45.873011242023416,67.13246117890132,2120543.8900245526,18602.458765454514,72251.15487401288,17.972723746630358,76.28621390927457,62.55621192832761,1,8.5,17.4,32.7,80,0.947
COMP5250,Utilities Company 5250,Healthcare,Pharmaceuticals,United States,3502143350115125.5,73.87472851546654,74.20051695268904,80.96243405709649,,0,53.79835487034231,48.17923737439362,79.71830592093912,3136306.191607887,154426.08783806572,17856.282129546023,11.8616508196454,58.06057375071365,,3,15.2,12.6,33.9,67,0.926
COMP5251,Technology Company 5251,Healthcare,Medical Devices,Japan,193903120632765.3,67.48287456379684,60.174723426000114,,65.17975777579032,1,63.05321770658711,70.79332264576568,66.35992386153501,28545772.361366503,401060.37653758243,24348.566717157766,13.446642657291726,69.39176406274629,74.69942994174347,0,8.7,7.6,68.5,73,0.925
COMP5252,Materials Company 5252,Industrials,Manufacturing,Germany,21360794402573.61,72.60779334058225,75.68121906617066,70.60060064502035,71.54156031055572,2,61.20097835567221,56.09495803535063,43.939864005751154,2314396.1180501767,386222.9347094176,26714.287049125858,,52.44353770005979,78.52972805989124,1,8.5,17.4,32.7,80,0.947
COMP5253,Healthcare Company 5253,Technology,Hardware,Germany,7481416717598.022,67.43145924152644,64.4645132681899,67.89416422226535,69.93570023412407,1,54.65452179779706,61.04958397315479,77.27210972677643,1462859.40300506,85837.75766447732,23280.000224795527,18.62804426029645,47.88479721950651,73.2888164033728,1,8.5,17.4,32.7,80,0.947
COMP5254,Financial Services Company 5254,Technology,Semiconductors,Japan,13849283585006.77,68.65180303051976,63.945870235216965,67.23109110702723,,1,57.27021357055534,75.81427032541937,67.25018785275032,1421535.988391782,567313.5592723612,82131.4034789478,10.022771906326419,70.11367377213516,83.32352902282021,1,8.7,7.6,68.5,73,0.925
COMP5255,Healthcare Company 5255,Utilities,Renewable Utilities,Germany,1940571521765.403,57.74653943464142,53.43600027004261,63.20161367753373,56.60200435634793,3,68.39944406594721,67.81124925384111,84.63106974738417,2055053.0449828333,14096.853658995673,81292.1431497473,15.819327427233466,62.4880844076518,77.57406620039605,1,8.5,17.4,32.7,80,0.947
COMP5256,Industrials Company 5256,Healthcare,Biotechnology,China,977940694504.6378,76.90774145356964,69.99691844180396,90.39865682996977,70.3276490889352,1,66.32807722189011,60.64944409175767,69.56572600150623,83197.83784400781,655444.7669029575,156952.2774468395,15.636974156719042,42.93360011619927,,2,7.4,12.4,23.0,42,0.768
COMP5257,Healthcare Company 5257,Materials,Other,United States,80391200940277.69,66.55195685820836,63.821000693751074,64.87862400582908,70.9562458750449,2,47.8142786983696,75.78319263904594,62.80472470652872,1676892.1389568294,173100.13424560463,,10.620268928675447,75.02364217594003,78.70477526118233,0,15.2,12.6,33.9,67,0.926
COMP5258,Energy Company 5258,Energy,Renewable Energy,Germany,1.0186810587437808e+16,56.59480758219727,47.31415112774009,52.497264911050166,69.97300670780156,0,74.55523799457845,79.86865394192239,60.17857981366993,2327675.3481539204,9086.375978776457,181461.05876005252,14.239728411137396,95.0,64.86319426228843,1,8.5,17.4,32.7,80,0.947
COMP5259,Industrials Company 5259,Industrials,Construction,United Kingdom,101015380713704.4,70.36867565196029,64.84318513460487,62.16256544153715,84.10027637973883,0,76.63954958343845,58.720099757389384,68.260089259044,8388789.757937077,211825.7414034133,43460.520491247604,17.210336772505,54.28823166842339,71.50305829341477,1,5.4,13.8,13.1,77,0.932
COMP5260,Materials Company 5260,Materials,Other,Japan,37959071564227.82,57.79088285500372,53.62914087400413,51.558215410693165,68.18529228031385,2,55.08419306837912,65.86775642838457,63.46358731194527,5902946.255581854,45132.10863753482,26687.89341850142,12.154325005916913,39.486204013468935,64.83956195261165,0,8.7,7.6,68.5,73,0.925
COMP5261,Utilities Company 5261,Healthcare,Pharmaceuticals,China,14076177302490.68,73.44402109282322,73.13835629215235,,72.78452990358034,0,63.90062512320863,68.44750485366366,74.07621989115286,5936831.642086954,271416.06866244995,50258.98150458043,13.314445085168225,64.53647615401127,80.99932721160312,3,7.4,12.4,23.0,42,0.768
COMP5262,Materials Company 5262,Energy,Energy Equipment,United States,1189583868958.5981,58.734588293770514,43.15519480619321,65.60052731107076,67.44804276404759,0,64.135907435514,61.942529707886656,76.0999583288547,,162376.70204789998,11681.77379160306,15.510446582022816,63.554434861482555,76.16386082164306,2,15.2,12.6,33.9,67,0.926
COMP5263,Healthcare Company 5263,Industrials,Construction,China,11303250140097.916,62.0710967785271,59.08145644338247,55.272845302097,71.85898859010183,1,66.92946619995085,75.20655972548246,68.54617808318447,2436520.894241324,185133.0288584167,87298.34100484654,15.67162798902835,48.41995684369374,49.41954461873357,2,7.4,12.4,23.0,42,0.768
COMP5264,Consumer Goods Company 5264,Healthcare,Biotechnology,Australia,1403476074868.826,60.166377533014554,60.26981835879372,61.07779348027657,59.15152075997337,0,71.01888467181183,64.00027946329098,70.03694078590827,1060228.6266103557,,11187.504929884833,14.953766671621983,52.07233802499621,80.40777202078606,0,16.8,7.1,16.2,75,0.951
COMP5265,Industrials Company 5265,Industrials,Construction,United States,875638228484.6239,70.69817062143369,72.40298052043165,62.337350698004684,77.35418064586474,1,69.07941343615369,68.68862434551717,75.21990911052359,523247.82491845795,1189617.764488059,14716.078986554965,7.629039677987367,30.918908898093292,83.79144889519456,2,15.2,12.6,33.9,67,0.926
COMP5266,Utilities Company 5266,Real Estate,Other,United States,38886592013128.13,57.25719372609359,43.7682435642413,58.23234398445082,69.77099362958863,1,49.4354494782087,56.77444583469782,62.60480484201895,1489540.2927095809,219687.1876945627,113499.24236398062,15.132262885398742,87.01935909536223,52.11847040730116,4,15.2,12.6,33.9,67,0.926
COMP5267,Real Estate Company 5267,Energy,Renewable Energy,United States,12556645602573.781,58.22595074783292,37.4917592389333,60.28453323642377,76.90155976814171,2,72.2535060064726,45.562664886189786,77.81975612877021,94267.50302060458,140059.0536827625,111968.53292609472,15.457603021297794,45.16125645098817,68.2057735504036,3,15.2,12.6,33.9,67,0.926
COMP5268,Technology Company 5268,Energy,Energy Equipment,United States,16241089576886.096,51.491379998814416,46.042520162508495,50.492171969842175,57.93944786409258,4,62.37191097518888,64.83211982739799,65.35553908654039,4945339.667155268,138611.02627966696,1140920.0960514382,18.52200667854484,93.11039555045713,66.53769969243284,1,15.2,12.6,33.9,67,0.926
COMP5269,Materials Company 5269,Utilities,Gas Utilities,China,5771635361232.486,64.22224198752583,59.66158314816006,73.7965445303635,59.208598284053956,1,51.25300176986079,71.14510141085616,71.33188713148469,509183.92262747337,13829.109391785161,34686.11908471084,22.08436939754057,77.58811549529416,63.63813801211808,1,7.4,12.4,23.0,42,0.768
COMP5270,Materials Company 5270,Consumer Goods,Food & Beverage,United Kingdom,89136254451518.92,73.08277116144085,63.623370368429015,84.07485938346765,71.55008373242585,1,77.92034677294187,45.265519947549095,61.46927723709477,2280839.452616729,57975.22774719035,10328.256648586852,13.21944127386501,40.45980541780863,84.17545671717443,1,5.4,13.8,13.1,77,0.932
COMP5271,Industrials Company 5271,Energy,Energy Equipment,United States,798613517043.241,52.079439614521306,41.33214999273444,,59.75417706172834,3,67.24916531485195,63.27744998366418,68.4971532002251,33128225.07340626,74585.12371327501,130871.00619504524,20.54195285016318,44.05326263736856,57.86579143732709,3,15.2,12.6,33.9,67,0.926
COMP5272,Consumer Goods Company 5272,Real Estate,Other,United States,172454522790915.47,60.58996641656677,58.08955456842847,58.147322817904,65.53302186336785,4,73.31810543635025,45.28075244689841,62.51191445269893,9766355.726825126,15839.083237295245,59206.60767577459,,30.753352056027122,72.67210116546276,0,15.2,12.6,33.9,67,0.926
COMP5273,Healthcare Company 5273,Utilities,Renewable Utilities,United States,31661079836143.004,62.05692767089382,58.658863473950966,55.59002414552797,71.9218953932025,3,44.64652324168641,62.99724962420444,74.60150586254882,1329985.089256479,47303.72807802973,77614.70043271269,11.668501836335475,56.07865939444215,71.12129724783871,3,15.2,12.6,33.9,67,0.926
COMP5274,Healthcare Company 5274,Financial Services,Banking,United States,2517211763400.5977,65.63770779298507,44.734077155689235,59.99166206570397,92.18738415756198,0,42.553241264915066,51.76498716907592,74.57452927435983,2775072.266561602,,31784.88764054653,13.114496804704228,57.92097283641144,64.36062141472325,0,15.2,12.6,33.9,67,0.926
COMP5275,Industrials Company 5275,Energy,Renewable Energy,United States,2305199325992455.5,60.089575874863634,44.54827055128605,64.63521915244968,71.08523792085516,3,57.72355748198876,61.71437593588945,48.65105851016824,95562724.61859617,89362.77921585875,,17.128363392841823,36.96061648539974,86.20000880463009,0,15.2,12.6,33.9,67,0.926
COMP5276,Materials Company 5276,Financial Services,Banking,China,28581867976814.42,76.69534198070168,72.43836821549161,62.647657726613446,95.0,0,64.47345320880544,65.58350376272743,92.11329730210932,1019876.9506793082,170656.27599394065,37167.345555648746,22.641067838114488,61.04192808760559,53.43305033667295,3,7.4,12.4,23.0,42,0.768
COMP5277,Utilities Company 5277,Technology,Hardware,United States,52224081887404.625,63.698124872143126,53.40554509539331,72.86916062184207,64.81966889919401,3,82.75095984472725,67.5964645532731,53.87995574969642,5250287.42309606,215406.2840588384,107655.40948624532,16.826078634100128,32.464789139256226,75.57602358921318,1,15.2,12.6,33.9,67,0.926
COMP5278,Technology Company 5278,Technology,IT Services,United States,11146264436166.787,75.60282880747509,74.95433944486129,74.42736292441373,77.42678405315026,1,77.13763032885981,67.51090957796346,74.95041737522415,56375783.63110337,,475725.4275908719,13.455345451979804,33.99845930290324,51.141970045293036,2,15.2,12.6,33.9,67,0.926
COMP5279,Industrials Company 5279,Industrials,Manufacturing,United States,18531989692034.34,65.34324076458535,63.81103522143872,60.74022950123195,71.47845757108534,0,65.8114780592701,82.18856092510359,51.90634387423398,15288105.954402,328638.1240572176,4386.6835303887765,20.27510288431551,49.876506399564995,68.5008046117655,4,15.2,12.6,33.9,67,0.926
COMP5280,Utilities Company 5280,Healthcare,Medical Devices,United Kingdom,30973060525479.42,69.0326950699304,72.43012268455469,60.2300115703682,74.43795095486828,0,62.85989806468408,36.01158556457153,87.03794018516724,41801865.20435673,80058.13083334739,60433.68421630781,16.77876119868566,62.07628772853559,82.2956634700175,1,5.4,13.8,13.1,77,0.932
COMP5281,Utilities Company 5281,Industrials,Construction,United States,41902046138985.555,67.39863037840333,57.544082333869554,67.9930039108193,76.65880489052113,0,59.1349564092656,72.17563215528826,73.68147444341551,578393.8124905545,175899.0735060089,16114.884177021346,,,77.41097673735025,1,15.2,12.6,33.9,67,0.926
COMP5282,Real Estate Company 5282,Financial Services,Banking,Japan,5167312903400.218,63.98772810803303,58.65946661143513,65.85858900679294,67.44512870587104,0,74.68809237952826,60.6941784135842,58.68255943990704,2990997.2150337147,22475.875912812004,,9.21577738185757,78.60009927926396,86.44153376770822,1,8.7,7.6,68.5,73,0.925
COMP5283,Energy Company 5283,Utilities,Electric Utilities,Germany,222890974747908.4,60.68789319105766,60.209937595735724,59.975618729629254,61.87812324780798,3,61.06635074522816,64.91751820899569,73.87705306517996,866913.7077841988,43643.10924222248,336678.7175911386,14.277190045587343,65.82422937039584,90.5318120328053,1,8.5,17.4,32.7,80,0.947
COMP5284,Technology Company 5284,Consumer Goods,Consumer Electronics,China,123637810332657.84,70.55160681853447,59.13268373155275,75.93372489676244,76.58841182728821,2,73.93348541220399,51.573527053949185,74.13276635836604,401123.7383810355,171970.8253621639,55052.63678652393,18.390946830664507,55.54070510422935,53.22932630204829,3,7.4,12.4,23.0,42,0.768
